ST,COUNTY,pollution_index
WA,CLALLAM,4857.12475
WA,CLARK,3633.732434782609
WA,COWLITZ,24219.138226190476
WA,DOUGLAS,633.5659999999999
WA,FERRY,1008.0
WA,FRANKLIN,4150.07085
WA,GRANT,11529.814869565218
WA,GRAYS HARBOR,5216.374777777778
WA,ISLAND,9216.74375
WA,JEFFERSON,28214.469285714287
WA,KING,6640.811825842696
WA,KITSAP,68545.46133333333
WA,KLICKITAT,429.0635
WA,LEWIS,4432.840344827586
WA,MASON,0.156
WA,OKANOGAN,0.0
WA,PEND OREILLE,461.16
WA,PIERCE,7877.690695652174
WA,SKAGIT,4746.904195402299
WA,SNOHOMISH,3163.0850869565215
WA,SPOKANE,1624.4442580645161
WA,STEVENS,2891.4957142857143
WA,THURSTON,12923.821
WA,WALLA WALLA,35206.629411764705
WA,WHATCOM,10604.31325
WA,WHITMAN,56.072399999999995
WA,YAKIMA,27269.544764705883
WI,ADAMS,14132.339999999998
WI,ASHLAND,0.6666666666666666
WI,BARRON,3519.00832
WI,BAYFIELD,0.004
WI,BROWN,6992.381264957265
WI,BUFFALO,45637.37930000001
WI,BURNETT,138.5442857142857
WI,CALUMET,5253.731304347826
WI,CHIPPEWA,4476.297391304348
WI,CLARK,30529.3465
WI,COLUMBIA,51020.171035087726
WI,CRAWFORD,2148.7428571428572
WI,DANE,1850.8536456692914
WI,DODGE,3398.2373783783783
WI,DOOR,5050.68
WI,DOUGLAS,15198.622413793102
WI,DUNN,6651.453538461539
WI,EAU CLAIRE,2120.4576458333336
WI,FOND DU LAC,7485.051156862745
WI,GRANT,7574.359571428572
WI,GREEN,3516.498857142857
WI,GREEN LAKE,32439.475
WI,IOWA,510.25
WI,JACKSON,3.22
WI,JEFFERSON,8660.893600000001
WI,JUNEAU,1031.1304347826087
WI,JUNEAU BOROUGH,0.0
WI,KENOSHA,2125.010078125
WI,KEWAUNEE,11.666666666666666
WI,LA CROSSE,10209.231456521738
WI,LAFAYETTE,34367.5
WI,LANGLADE,4993.616666666667
WI,LINCOLN,29330.21680952381
WI,MANITOWOC,8782.335258064515
WI,MARATHON,24034.34321965318
WI,MARINETTE,4265.60448
WI,MARQUETTE,18868.336
WI,MILWAUKEE,5652.6701184573
WI,MONROE,3242.498
WI,OCONTO,9666.297777777778
WI,ONEIDA,2650.141111111111
WI,OUTAGAMIE,10749.21902247191
WI,OZAUKEE,19111.01688372093
WI,PIERCE,10745.200363636364
WI,POLK,3209.3505
WI,PORTAGE,39487.79737142857
WI,PRICE,2499.8571428571427
WI,RACINE,1911.001236842105
WI,RICHLAND,59.77777777777778
WI,ROCK,1018.7677428571428
WI,RUSK,534.45
WI,SAUK,11143.044658536586
WI,SAWYER,30680.8434
WI,SHAWANO,2503.5368000000003
WI,SHEBOYGAN,4813.078343511451
WI,ST CROIX,1486.87525
WI,ST. CROIX ISLAND,0.003
WI,TREMPEALEAU,3324.8749473684206
WI,VERNON,31.910000000000004
WI,VILAS,5439.0
WI,WALWORTH,498.08532653061224
WI,WASHINGTON,7974.252413333333
WI,WAUKESHA,2356.536898305085
WI,WAUPACA,55241.544795454545
WI,WAUSHARA,2.5
WI,WINNEBAGO,10947.494790123457
WI,WOOD,5684.96079661017
WV,BARBOUR,0.0
WV,BERKELEY,8785.332394736843
WV,BRAXTON,2214.858166666667
WV,BROOKE,2251.8808157894737
WV,CABELL,1216.8456
WV,DODDRIDGE,1347.5
WV,FAYETTE,54437.965375
WV,GILMER,571.841
WV,GRANT,36602.84181818182
WV,GREENBRIER,0.518
WV,HANCOCK,3692.72
WV,HARDY,4428.324599999999
WV,HARRISON,114367.43121875
WV,JACKSON,7263.42875
WV,JEFFERSON,14132.675454545453
WV,KANAWHA,12679.482711864406
WV,LEWIS,22570.846153846152
WV,MARION,36604.47009090909
WV,MARSHALL,15748.40993939394
WV,MASON,72607.70570731709
WV,MERCER,571.0854
WV,MINERAL,6233.060375000001
WV,MONONGALIA,28833.332086206894
WV,MONROE,7838.1985
WV,NICHOLAS,2564.670166666667
WV,OHIO,12632.4289
WV,PENDLETON,13246.819800000001
WV,PLEASANTS,45731.92324324324
WV,PRESTON,925.6625
WV,PUTNAM,87619.68111111112
WV,RALEIGH,2892.1296666666663
WV,RANDOLPH,152.82233333333332
WV,ROANE,500.0
WV,TAYLOR,0.0
WV,TUCKER,129.115
WV,TYLER,9577.415483870967
WV,UPSHUR,189917.05
WV,WAYNE,5311.536363636364
WV,WEBSTER,1.302
WV,WETZEL,228.66264285714286
WV,WOOD,31184.00723529412
WY,ALBANY,141.31766666666667
WY,BIG HORN,13549.980333333333
WY,CAMPBELL,71069.45869090909
WY,CARBON,12101.018219512194
WY,CONVERSE,44130.81813953488
WY,FREMONT,1863.0
WY,LARAMIE,155899.75435897434
WY,LINCOLN,73087.44263157895
WY,NATRONA,850.296186440678
WY,PARK,98.587
WY,PLATTE,149671.88120833333
WY,SHERIDAN,0.39
WY,SWEETWATER,73854.25809433962
WY,UINTA,3206.7724482758613
WY,WASHAKIE,53536.958
WY,WESTON,779.2590476190477
